entity,pillar,title,url,source,date,demographics,wdl_mention,text_paragraph_1,text_paragraph_2,text_paragraph_3,has_text,is_google_link,rss_position,reach_score
Angola,Digital Economy,Angola plans national education and research network,https://www.telecompaper.com/angola-plans-national-education-and-research-network,Telecompaper,14 May 2026,,no,,,,no,no,0,8
Angola,Digital Economy,NITDA: Nigeria’s startup framework becoming model for Angola’s digital entrepreneurship,https://consumerconnectng.com/cgi-sys/suspendedpage.cgi?text=NITDA++Nigeria+s+startup+framework+becoming+model+for+Angola+s+digital+entrepreneurship,consumerconnectng.com,15 May 2026,,no,,,,no,no,1,7
Angola,Digital Economy,NITDA: Angola Understudying Nigeria’s Startup Framework,https://techeconomy.ng/nitda-angola-understudying-nigerias-startup-framework/,Techeconomy,14 May 2026,,no,NITDA officials in a group photograph with the delegates from Angola,Joan thrives at helping individuals and businesses scale via storytelling...,,yes,no,2,8
Angola,Digital Economy,"Congo, Angola discuss spectrum sharing between borders",https://www.connectingafrica.com/connectivity/congo-angola-discuss-spectrum-sharing-between-borders,Connecting Africa,12 Aug 2025,,no,The Republic of Congo's Postal and Electronic Communications Regulatory Agency (ARPCE) and the Angolan Institute of Communications (INACOM) have agreed to take a step forward in bilateral cooperation in managing the radio frequency spectrum along the shared border between the two countries.,"The ARPCE and INACOM held a joint meeting, which resulted in the two parties signing a frequency coordination agreement on the common border, which is 231km long.","Organized in Pointe-Noire, the meeting brought together technical experts from the two regulatory authorities as well as representatives of telcos from both countries, including MTN, Airtel, Congo Telecom and Unitel for the Angolan part.",yes,no,3,7
Angola,Digital Economy,Angola’s Catholic Communicators Open National Media Week with Warning on AI’s Threat to Human Dignity,https://news.google.com/rss/articles/CBMi1wFBVV95cUxPNDJQQ2RFeWdzOHAtV3ZERl82d3FKMl9XRlhzVlBSUXBTWjRXTDM2WXlDOEw4RnhiMkZqQmwyMl9XSzhBbEp3dmxpdFlGTkZVQTd0WHNvM3dQWm1YVjZGRXkyT3d2bzRqa2pLd0FMSi0wWThwdk5ob3NtMTRSaXJ5SGhtUGNXZ2dHOGF3WmZEMUxVVEs3VjN2MjB4YWFzdDh6OUNfLUh5bm9OMWZtWUxpeDM3eG5MZTlfTVF2ZkxKdjF0YkF6ZHUtaVN3Y2lNUnBrM1FXTTlBc9IB1wFBVV95cUxPNDJQQ2RFeWdzOHAtV3ZERl82d3FKMl9XRlhzVlBSUXBTWjRXTDM2WXlDOEw4RnhiMkZqQmwyMl9XSzhBbEp3dmxpdFlGTkZVQTd0WHNvM3dQWm1YVjZGRXkyT3d2bzRqa2pLd0FMSi0wWThwdk5ob3NtMTRSaXJ5SGhtUGNXZ2dHOGF3WmZEMUxVVEs3VjN2MjB4YWFzdDh6OUNfLUh5bm9OMWZtWUxpeDM3eG5MZTlfTVF2ZkxKdjF0YkF6ZHUtaVN3Y2lNUnBrM1FXTTlBcw?oc=5,aciafrica.org,14 May 2026,,no,,,,no,yes,4,4
Angola,Governance,"Angola - Civil War, Oil, Poverty",https://news.google.com/rss/articles/CBMidEFVX3lxTFBDZUZQSFl2R0NfMXVzS2lES0ItZ1B2VXVrYVppMjkwcXpnbjRad1dCZUc5RXhoLV9GbFZkZ08zZzNWQ2ZtTFpKbWExU1ZKeFE1eDZ6RjlZekQ0eDlSZk9HSXhTeEdaUXJETFNaaTlBd2d4djBi?oc=5,Britannica,14 May 2026,,no,,,,no,yes,0,8
Angola,Governance,Angola's Reform Momentum To Slow Ahead Of The 2027 Elections,https://news.google.com/rss/articles/CBMiugFBVV95cUxNLTU4dmpkbTZiQ3JQTGtWVENNb2tXU25meU1xa1RXYlFLUFJReDJiTS04LXhXRnVyUlRaYzd5Wl9uY0ZwbVJ2akEtZ1h0aDEzeFBEV18zVDhQeHlvRzBIcTR3OEZCNFRId3ExenhwNGF4VjhxVnIwYldycDBKRnBwaDRHZTExalFjRzJ3OWJ5QmNyVzd0VC04VW5LQWxINVFVLVFMaGdTTnQxQjBndE5VRkVLWWVCNlc2LXc?oc=5,Fitch Solutions,12 May 2026,,no,,,,no,yes,1,7
Angola,Governance,"Angola - Politics, Economy, Society",https://news.google.com/rss/articles/CBMib0FVX3lxTFBSQ08wTmpXeUhfcDlSZ0JUQzVva1h0V0NrMnhWaDVzdFZVYnpJRjhydm0xVFp5Tm1Za2FEM005OU5Nd3hCNTlWdHhicDhTUVVqUXhpZzVZa2NWUUIya2hHZ1g2M0lqbC1uN2lfWEQyYw?oc=5,Britannica,14 May 2026,,no,,,,no,yes,2,6
Angola,Governance,Angola’s President Visits Algeria’s Fouka 2 Desalination Plant During State Visit,https://al24news.dz/en/angolas-president-visits-algerias-fouka-2-desalination-plant-during-state-visit/,AL24 News,15 May 2026,,no,,,,no,no,3,5
Angola,Governance,Espionage Chronicles | How Russia's Shadow Operatives Targeted Angola's 2026 Election,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPVFZYcjgxRjFUSF9oYWJoUk9ZTVpvNTB6MHF6TXRiYjdRSE04bDJKdTJVQV9KZVNvM3Jfa0RycFVYcEg2WGRTM0dDLU45OFJ4UHBKSzhUMnEwaDZDTjZYNlkzRFp1OVZQbUI3MHJ6bUdNRDlISHVVbTNCTk01MUFmMWRFYmZFd1hFOWdJME1PWENWQTNZUHRmZXh5VnpGT24ydzA3RWM4Mk8?oc=5,ujasusi.com,16 May 2026,,no,,,,no,yes,4,4
Angola,Agrifood & Climate,Angola - Cholera & Floods Response - DREF Final Report (MDRAO011),https://news.google.com/rss/articles/CBMimAFBVV95cUxPWS1paXZ5RGlva3Z3eGxhaTNFcXRUMmxoREVVSklOWko5LVRKMXBUQS1XRHc2T2MzdnhVQUpET1FBaWluRng0czRHeXZNNE1jUFpzNEtuQkhCRGh6Uk1qYkEydWNkRl9XVDBILU5rTDdaQmxWNG9ua1hXOG42T0Y4M0ZsbmZSVFEySm93Nzlka2JYM0YwS1N1aQ?oc=5,ReliefWeb,15 May 2026,,no,,,,no,yes,1,7
Angola,Agrifood & Climate,Restoring hope after the floods in Angola,https://www.salvationarmy.org/news/restoring-hope-after-floods-angola,The Salvation Army International,12 May 2026,,no,"It is estimated that around 3,000 families lost their homes and personal belongings as a result of the disaster, leaving many without shelter and exposed to harsh weather conditions.","In response, The Salvation Army’s Angola Territory Emergency Response Team was deployed from 14 to 20 April to support affected communities. The team focused its efforts in the Ombaka football stadium which was used to shelter more than 3,000 displaced people.","Humanitarian assistance was provided to 1,235 individuals and included the distribution of essential food supplies, hygiene materials, clothing and other non-food items. The team also provided hot drinks to those sleeping outdoors, offering immediate relief to people exposed to difficult conditions. In addition, door-to-door visits were carried out to assess needs, while offering emotional and spiritual support to affected families.",yes,no,2,8
Angola,Agrifood & Climate,"Angola - Oil, Diamonds, Agriculture",https://news.google.com/rss/articles/CBMia0FVX3lxTE41TFF5NDJ1M2tWajhWTF9uaWN6aU1Jd05LMVdPem9uOHdKLVkwOTFaZzZsNDNhdG0zTDJaa0NzaUFtUVZDR2tKRk4yX3VBamlHUGw3REJ3YkJ3aGs0N010OGlFVTNtcVJDRlAw?oc=5,Britannica,14 May 2026,,no,,,,no,yes,3,5
Angola,Agrifood & Climate,Angola to host Africa’s Sovereign Wealth Summit as the continent mobilises its own capital for structural transformation,https://african.business/angola-to-host-africas-sovereign-wealth-summit-as-the-continent-mobilises-its-own-capital-for-structural-transformation/,African Business,13 May 2026,,no,,,,no,no,4,4
Angola,Agrifood & Climate,Angola: Flood Survivors Living in Precarious Conditions,https://gnnliberia.com/angola-flood-survivors-living-in-precarious-conditions/,Global News Network Liberia,13 May 2026,,no,,,,no,no,5,3
Angola,Workforce & Human Capital,Angola Unveils AngoREN Network to Drive Higher Education Digital Transformation,https://techafricanews.com/2026/05/14/angola-unveils-angoren-network-to-drive-higher-education-digital-transformation/,TechAfrica News,14 May 2026,,no,,,,no,no,1,11
Angola,Workforce & Human Capital,Lakeland JV Invitational 2026 - Entries,https://in.milesplit.com/articles/lakeland-jv-invitational-2026-entries/,MileSplit Indiana,15 May 2026,,no,"Entries information for Indiana’s top track and field meets scheduled for Monday, May 18th.","Watch the 2026 Shanghai Diamond League meeting LIVE on FloTrack on May 16, 2026.","Entries information for Indiana’s top track and field meets scheduled for Friday, May 15th.",yes,no,2,8
Angola,Workforce & Human Capital,Choongang High School,https://news.google.com/rss/articles/CBMimgFBVV95cUxOMk84SUpJVmJZR2Y0dHc4MmZyYXFiWjVhYW90SnAwUkdGUk1SUEFnWDR3UzFCVGZSUm5WR0lOV2tTUDRBanFxQnVfLWZhSVVNNmZnR3RDamRVVmU3SzdkVFRPc0Q1QV9hRktjaWJVVWd1cy01dnR1Z2lmdUN3emtkREdqUFBDb19zYmNHcE5HR0xqc3dQdGwzb0ZR?oc=5,Transfermarkt,13 May 2026,,no,,,,no,yes,4,4
Angola,Workforce & Human Capital,Black Stars visit and donate to students of Dzorwulu Special School before Angola trip,https://ghanafa.org/black-stars-donate-to-two-orphanages-in-tamale,Ghana Football Association,17 May 2026,,no,,,,no,no,6,3
Angola,Workforce & Human Capital,Angola’s President visits National School of Artificial Intelligence,https://news.google.com/rss/articles/CBMivgFBVV95cUxNSmItQzl3RXkyak8zRWtWV0tyYl9Kb0pCX1Fwd212ZWdZSkc1dW13RENHMElQYmMyTGJJeUk3cEc3UWk0eGZMT2tZOFhkMzhMOE03V21SR2FhSVpoUm5qZ1I5WjZYbGQ3NUhUaGc3VmFVeUhHVlFfbGJZT1pKYnlXOHB2RTRXVGxnY3c1NjZmMHBFaFhzWHVWNTJqSEJzVjNNRFNWOGJEc2N3aWVIQ0pWck5WMC1fRU54NjBKOGNn?oc=5,aps.dz,12 May 2026,,no,,,,no,yes,7,3
Burundi,Jobs & Employment,Botswana Unveils Billion-Pula World Trade Centre Project to Transform Gaborone into Global Business Hub,https://trendsnafrica.com/botswana-unveils-billion-pula-world-trade-centre-project-to-transform-gaborone-into-global-business-hub/,Trendsnafrica,15 May 2026,,no,,,,no,no,0,10
Burundi,Jobs & Employment,Inauguration: Museveni Warns on Corruption as Ndayishimiye Hails Uganda’s Regional Peacekeeping Role,https://chimpreports.com/inauguration-museveni-warns-on-corruption-as-ndayishimiye-hails-ugandas-regional-peacekeeping-role/,ChimpReports,12 May 2026,,no,,,,no,no,1,7
Burundi,Jobs & Employment,Economic analysis of China’s High-Tech Centre benefits for regional youth,https://dailynews.co.tz/economic-analysis-of-chinas-high-tech-centre-benefits-for-regional-youth/,dailynews.co.tz,13 May 2026,Youth,no,,,,no,no,2,9
Burundi,Jobs & Employment,Education Interrupted: Refugee Children in Burundi Fight for Their Future,https://refugees.org/education-interrupted-refugee-children-in-burundi-fight-for-their-future/,U.S. Committee for Refugees and Immigrants - USCRI,18 May 2026,Refugees,no,"With thanks to Gaspard Atibu, Chairman of the Legal Refugee Center (LRC) and to the LRC Burundi Team for informing this reporting.","LRC is a nonprofit humanitarian organization founded in April 2023 in the United States by a former Burundian refugee. Operating in Burundi, Tanzania, South Africa, and Ghana, LRC is dedicated to protecting the rights and wellbeing of vulnerable refugee populations, including children. Through close collaboration with refugee communities, local authorities, and civil society actors, LRC promotes rights-based protection, dignity, and self-reliance.","Around the world, millions of refugee and displaced children are growing up in crises that receive little global attention, despite facing immense hardship, trauma, and uncertainty.",yes,no,0,10
Burundi,Jobs & Employment,From Refugee Camp to College: Beny’s Life-Changing Call from UNHCR,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNSllTcGsxWGhxQWp3eERfX1pOQ1ZRYWN6aWdCUlk4OUowMUEzN1hLYmdfVUttaXlISlBEdkpqYVhMM2xkb1ZueHozeTRGenFWOXJxdmh3ZkJycDBfSDluUDhaYnZXMUVCcGg1dnZ3ZExrZTA2TmsxN2hMLW85YmthdWFPRG1venZhd3pWaEhObUZDaEVSeFhsWXZod1lHckh1ZGlid2ZkaWo?oc=5,USA for UNHCR,18 May 2026,Refugees,no,,,,no,yes,1,7
Burundi,Macroeconomy,"Gross domestic product (GDP) in current prices in East Africa in 2025, by selected country",https://www.statista.com/statistics/1558504/gdp-in-east-africa-by-country/,Statista,13 May 2026,,no,,,,no,no,0,8
Burundi,Macroeconomy,Countries with the highest gasoline prices in Africa 2026,https://www.statista.com/statistics/1297061/average-retail-prices-for-gasoline-in-africa-by-country/,Statista,13 May 2026,,no,,,,no,no,1,7
Burundi,Macroeconomy,Tanzania sees 12.63 percent increase in number of passengers using air transport services,https://news.google.com/rss/articles/CBMitAFBVV95cUxNb0JfaEUtblVwbTAtbGNhb1RpMEFBLVhaRER0TTFhTjB6elg4ODZYWHBXaUxjQ09NUUxNSzd4RW5WUDdGZHBiLVVRRlZjQjQwekhpN3J1LXBFaFJtMkJNNjFYaGNORmxiNnZKdFRSX1l3RkRTeGZ5N2t0eUVQOGhEOXVyOWdoc2I2UEFNTVFTcTdrN1FxTXE3NTk3dHJqQTU3YnY2elQ3ODN5QTBzSkdFV3pYN08?oc=5,dailynews.co.tz,13 May 2026,,no,,,,no,yes,2,9
Burundi,Macroeconomy,"Burundi: Dozens killed in a fire at a Bujumbura ammunition depot, according to security sources",https://www.seneweb.com/fr/news/search?q=burundi%20dozens%20killed%20in%20a%20fire%20at%20a%20bujumbura%20ammunition%20depot%20according%20to%20security%20sources,Seneweb,2 Apr 2026,,no,"Cette interface de recherche vous permet d'explorer toutes les archives d'actualités du Sénégal, de 2006 jusqu'à aujourd'hui. Profitez de notre base de données complète pour retrouver les événements marquants de ces dernières années.","Aucun article ne correspond à votre recherche
															pour "" burundi dozens killed in a fire at a bujumbura ammunition depot according to security sources """,,yes,no,3,10
Burundi,Macroeconomy,Russian logistics giant launches first-ever container shipment to Tanzania amid Africa trade push,https://africa.businessinsider.com/local/markets/russian-logistics-giant-launches-first-ever-container-shipment-to-tanzania-amid/hglcr7s,Business Insider Africa,16 May 2026,,no,"Russian transport and logistics group FESCO has completed its first container shipment to Tanzania’s Dar es Salaam port, marking a new step in Moscow’s growing trade push into East Africa.","The company, which operates within the management structure of Russia’s state nuclear corporation Rosatom, said the shipment carried plastic products and industrial spare parts from the Russian Black Sea port of Novorossiysk to Tanzania through India’s Nhava Sheva port.","FESCO said the route, operated under its FESCO Indian Line West service, has an average transit time of about 45 days.",yes,no,0,10
Burundi,Digital Economy,AFC commits $100m to African technology funds to boost digital economy,https://developingtelecoms.com/telecom-business/telecom-investment-mergers/20264-afc-commits-100m-to-african-technology-funds-to-boost-digital-economy.html,Developing Telecoms,18 May 2026,,no,"Africa Finance Corporation (AFC) has approved a commitment of up to $100 million to invest in Africa-focused technology fund managers, as the institution looks to accelerate the continent’s digital industrialisation.","The infrastructure financier said the initiative aims to address the shortage of long-term institutional capital available to African technology companies and startups, while also increasing the role of African-owned investment firms in the sector.","AFC noted that Africa’s digital economy is projected to contribute more than $700 billion to GDP by 2050, driven by growing internet adoption, digital services and enterprise technology demand.",yes,no,0,10
Burundi,Digital Economy,"Elon Musk meets African leaders, Starlink Kenya trouble",https://news.google.com/rss/articles/CBMiugFBVV95cUxNV3h6TEhGanFhODdWWEtUNlZxNEdqRU82NWFvMWxhWkZhRkNqZ3Jtd1c3RWQ4ZDJXdWFTa3NqWEhmSW1QcHpyWmZPMDc2eFpZZ1F0NlJNcjhUVVE0dnpXV0tIcjlaMHdtS296NEY3LVNxX3dSSG85d1ctSVRGUkp1NVh1a2hjVlVKS0lQcmdSZzUwRzdFckhMdUlhUmlmQmZLcUh4enBqeXJGLVQzLWRFelhKN0twMC10a2c?oc=5,Connecting Africa,10 Oct 2024,,no,,,,no,yes,2,6
Burundi,Digital Economy,🛰️ Coffee companies launch satellite program to map deforestation,https://www.warpnews.org/space/coffee-companies-launch-satellite-program-to-map-deforestation/,warpnews.org,18 May 2026,,no,,,,no,no,0,8
Burundi,Digital Economy,How 4 foreign women facing drug charges outsmarted guards at a shelter in Bengaluru,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOalhSOEdPWGttSUlCRVJERmV0ZUkyYzgwTFhlTkpPNVJuWjg4QjdKVVEzbGxVcUFWczVMRTQyNTFDOUJ2dFpPU0tJUkhyRUtXN2RJa1lHdHVSYnAzX1J6UzNwVkUtNVMzTnBYdHJmN2tfUUlaSmZhUkJsNlN6SEZzOWxXb1I0SWpmd3lWM01Dc1VHY1JvVFNISnBvV2V6bmhtbTJLQTZxTEtrSlVkUmJNWEo0elZyNjV1bzkyeWFLYkLSAcABQVVfeXFMTmpYUjhHT1hrbUlJQkVSREZldGVJMmM4MExYZU5KTzVSblo4OEI3SlVRM2xsVXFBVnM1TEU0MjUxQzlCdnRaT1NLSVJIckVLVzdkSWtZR3R1UmJwM19SelMzcFZFLTVTM05wWHRyZjdrX1FJWkpmYVJCbDZTekhGczlsV29SNElqZnd5VjNNQ3NVR2NSb1RTSEpwb1dlem5obW0yS0E2cUxLa0pVZFJiTVhKNHpWcjY1dW85MnlhS2JC?oc=5,The Indian Express,18 May 2026,Women,no,,,,no,yes,1,7
Burundi,Digital Economy,Why the EAC AI alliance could be the region's most consequential digital move yet,https://news.google.com/rss/articles/CBMivgFBVV95cUxNRlNGYUxmdTVFQmc2NUlBNHhKUnBvMHNQRjQ5c1g2a19wTmhhYlk0YUJzeWxxWDRHVkVXc29nRDhjOUxQbXJvRmkwYTRZRWdPRnNsbmVjOFVlMnNqejRoczlHcWlXM3NNUEhRTXJVLVByeGUwMnlRLUk1Rm5hbFFJMzFkUzBXcThCT2Z5M0JDbFJUZWJnekV3dHpzTFFxMkhJelJUNDFqc2VTai1fd3piQ29zWlgzUDFkV3NsNmlR?oc=5,IOL,15 May 2026,,no,,,,no,yes,2,6
Burundi,Governance,"Headlines from Africa: Jihadist Attacks, Piracy and Kidnappi...",https://news.google.com/rss/articles/CBMickFVX3lxTE9OLXgtUmdQMHBGdTI5T1RObklKT21WX2pzTXZmNWNScllBbktVUGx3R0tveW15MlVPWHNTN0tnUzZDNXVJOUVhUjdRX3F2WmhlWF9odDAyaldxdExIeTRNLUVrU2RPVFFES3dyb2I2TFZnQQ?oc=5,LA Focus,14 May 2026,,no,,,,no,yes,1,7
Burundi,Governance,South Africa's top court bars repeat asylum applications,https://news.google.com/rss/articles/CBMiWkFVX3lxTFAtS3hIR1JqOVczZDN5NWFHVHkwUnZ0N1dBTU1UU2dVNTZtZG5aaHZiRGhDTXdpYlUwQXExZXZHVTJzLU1VTGVmdGV3NGRVMXR2WHFVNFJLQ3FPZw?oc=5,BBC,12 May 2026,,no,,,,no,yes,2,13
Burundi,Governance,CAF General Secretary Mosengo-Omba arrives in Burundi ahead of Elections,https://cecafaonline.com/caf-general-secretary-mosengo-omba-arrives-in-burundi/,Cecafa,17 May 2026,,no,"The General Secretary of the Confederation of African Football (CAF), Véron Mosengo-Omba has arrived in Burundi for a three day official visit.",Burundi Football Federation (FFB) confirmed that Mosengo-Omba who arrived on Friday afternoon will visit some of the football projects in the country.,"Jeremie Manirakiza, the FFB General Secretary told Cecafaonline that besides visiting some of the football projects in the country Mosengo-Omba will together with some FIFA officials also attend the Elective Assembly which will take place on December 5 th in the town of Gitega.",yes,no,3,7
Burundi,Governance,Congo rebels pull back from key positions amid US pressure,https://news.google.com/rss/articles/CBMivAFBVV95cUxPWXpXVmRISmFOcVR5VTVTVzJ2NnVNejVHMGFhTjZCTUVlUF9UNFFLRmRLT0pvdXYtVW9CTzA2OGhtd1F4YXZPMjVPMWRVQm53Um1qNGNmUkYzZmZfLXNPeTNVdENYbVJZaFRwaDRrbVJBRm83ZWg0djcyNDJXaXVNb0ZOLUtLWDd5R1JhdmdjY3F6YkhCajRlNS1CMEN6cVFVNDNoci1RYWF2bWk0WWJfSjV4eG5Bd0ctckF6Mg?oc=5,The EastAfrican,12 May 2026,,no,,,,no,yes,4,4
Burundi,Governance,Ethiopia’s experienced referee Bamlak honored in Kuwait,https://cecafaonline.com/ethiopian-referee-bamlak-honored-in-kuwait/,Cecafa,12 May 2026,,no,The Kuwait Football Association (KFA) has honored two international referees Tessema Bamlak (Ethiopia) and Tunisia’s Haitham Kirat.,"Sheikh Ahmed Al-Yousef Al-Sabah, the Chairman of the Board of Directors of the Kuwait Football Association honored the two experienced referees during a function in Kuwait on Sunday.",The two referees were invited to handle matches in the Kuwait Premier League from December 2-13 th .,yes,no,6,5
Burundi,Agrifood & Climate,News | Plant Production and Protection,https://news.google.com/rss/articles/CBMivgJBVV95cUxOWmtpcVg2WlhPZE5VZHhKWVczSFRJSksyeGlQWUtsX3dsUWZXOXpRMkF3eEdOMnNHU3JLTnJNQVJ6ZkdIN0pLRjIzd2lfbngwTkpKNWxRbl94eEJhbXFrWFAybWpqVkcyaml0V1c0ajZjUTVMQkZkdTBPTmJVazRibGhsYW44TkgxZjFJT0pOSVhMdTNycWlacUd0VzBpeGFROWhJYmRkTnNlMEsxX0ZaNXE1RFZOcXRhY2EtZTVHRmVrNjdNNDYxa0drVGd3aUhrTVNEMmNkdm5oOVFDUElLaTU0V3E1Q0cwZGlmQUpZZ0lZcll1WWRpRjlQcEZqNTh6MTNYM1BEQ3d5X21aVVRBVkdCMUlYVG5naENHY2YzcndHS1M2cE1CT0IyVXUwSVdCWGp0a1ZlSThSV0Raa0E?oc=5,Food and Agriculture Organization,15 May 2026,,no,,,,no,yes,0,8
Burundi,Agrifood & Climate,Advancing gender and disability inclusive risk knowledge in Burundi,https://www.undrr.org/news/advancing-gender-and-disability-inclusive-risk-knowledge-burundi,UNDRR,15 May 2026,Disabilities,no,,,,no,no,1,7
